chr	start	end	strand	gene_id	gene_name	gene_biotype
XII	628383	628497	+	tL(CAA)L	tL(CAA)L	tRNA
XII	628684	633354	-	YLR247C	YLR247C	protein_coding
XII	634252	636084	+	YLR248W	RCK2	protein_coding
XII	636780	639914	+	YLR249W	YEF3	protein_coding
XII	640317	641021	+	YLR250W	YLR250W	protein_coding
XII	641464	642057	+	YLR251W	YLR251W	protein_coding
XII	641957	642262	+	YLR252W	YLR252W	protein_coding
XII	642627	644336	+	YLR253W	YLR253W	protein_coding
XII	644404	644973	-	YLR254C	YLR254C	protein_coding
XII	645600	645953	-	YLR255C	YLR255C	protein_coding
XII	646415	650923	+	YLR256W	HAP1	protein_coding
XII	656934	657006	-	tA(AGC)L	tA(AGC)L	tRNA
XII	658826	659791	+	YLR257W	YLR257W	protein_coding
XII	660716	662833	+	YLR258W	YLR258W	protein_coding
XII	663284	665002	-	YLR259C	HSP60	protein_coding
XII	665844	667907	+	YLR260W	YLR260W	protein_coding
XII	668237	668563	-	YLR261C	YLR261C	protein_coding
XII	668244	668891	-	YLR262C	YLR262C	protein_coding
XII	669468	669662	-	YLR262C-A	TMA7	protein_coding
XII	670340	672823	+	YLR263W	YLR263W	protein_coding
XII	673131	673334	+	YLR264W	RPS28B	protein_coding
XII	673828	673944	-	YLR264C-A	YLR264C-A	protein_coding
XII	674427	675455	-	YLR265C	NEJ1	protein_coding
XII	675619	677724	-	YLR266C	YLR266C	protein_coding
XII	678212	679924	+	YLR267W	YLR267W	protein_coding
XII	680200	680844	+	YLR268W	SEC22	protein_coding
XII	680866	681216	-	YLR269C	YLR269C	protein_coding
XII	681186	682238	+	YLR270W	DCS1	protein_coding
XII	682737	683561	+	YLR271W	YLR271W	protein_coding
XII	683672	687202	-	YLR272C	YCS4	protein_coding
XII	687859	687932	-	tV(AAC)L	tV(AAC)L	tRNA
XII	689083	691029	-	YLR273C	YLR273C	protein_coding
XII	691555	693882	+	YLR274W	MCM5	protein_coding
XII	694378	694800	+	YLR275W	SMD2	protein_coding
XII	695046	696830	-	YLR276C	YLR276C	protein_coding
XII	697156	699495	-	YLR277C	YSH1	protein_coding
XII	699999	704024	-	YLR278C	YLR278C	protein_coding
XII	704309	704698	+	YLR279W	YLR279W	protein_coding
XII	704483	704833	-	YLR280C	YLR280C	protein_coding
XII	704493	704960	-	YLR281C	YLR281C	protein_coding
XII	705071	705412	-	YLR282C	YLR282C	protein_coding
XII	705186	706130	+	YLR283W	YLR283W	protein_coding
XII	706198	707040	-	YLR284C	YLR284C	protein_coding
XII	707360	708145	+	YLR285W	YLR285W	protein_coding
XII	708168	708338	-	YLR285C-A	YLR285C-A	protein_coding
XII	708448	710136	-	YLR286C	YLR286C	protein_coding
XII	708562	708696	+	YLR286W-A	YLR286W-A	protein_coding
XII	710991	712058	-	YLR287C	YLR287C	protein_coding
XII	712537	713158	-	YLR287C-A	RPS30A	protein_coding
XII	713480	714904	-	YLR288C	MEC3	protein_coding
XII	715089	717026	+	YLR289W	YLR289W	protein_coding
XII	717145	717978	-	YLR290C	YLR290C	protein_coding
XII	718317	719462	-	YLR291C	YLR291C	protein_coding
XII	719789	720370	-	YLR292C	SEC72	protein_coding
XII	720771	721430	-	YLR293C	GSP1	protein_coding
XII	721701	722030	-	YLR294C	YLR294C	protein_coding
XII	721999	722373	-	YLR295C	YLR295C	protein_coding
XII	722978	723304	+	YLR296W	YLR296W	protein_coding
XII	724044	724433	+	YLR297W	YLR297W	protein_coding
XII	724721	725416	-	YLR298C	YHC1	protein_coding
XII	726069	728051	+	YLR299W	ECM38	protein_coding
XII	727911	728003	-	YLR299C-A	YLR299C-A	protein_coding
XII	728955	730301	+	YLR300W	EXG1	protein_coding
XII	730825	731559	+	YLR301W	YLR301W	protein_coding
XII	732090	732190	+	tL(UAG)L2	tL(UAG)L2	tRNA
XII	732191	732553	-	YLR302C	YLR302C	protein_coding
XII	732542	733876	+	YLR303W	MET17	protein_coding
XII	734802	734875	+	tI(AAU)L1	tI(AAU)L1	tRNA
XII	735212	737548	-	YLR304C	ACO1	protein_coding
XII	738161	743863	-	YLR305C	YLR305C	protein_coding
XII	744151	744851	+	YLR306W	YLR306W	protein_coding
XII	745620	746525	+	YLR307W	YLR307W	protein_coding
XII	746848	747111	-	YLR307C-A	YLR307C-A	protein_coding
XII	747937	748875	+	YLR308W	YLR308W	protein_coding
XII	749034	751769	-	YLR309C	IMH1	protein_coding
XII	752224	756993	-	YLR310C	CDC25	protein_coding
XII	757265	757612	-	YLR311C	YLR311C	protein_coding
XII	757637	758833	-	YLR312C	YLR312C	protein_coding
XII	759480	760241	+	YLR312W-A	MRPL15	protein_coding
XII	760750	762342	-	YLR313C	SPH1	protein_coding
XII	762575	764137	-	YLR314C	YLR314C	protein_coding
XII	764808	765269	+	YLR315W	YLR315W	protein_coding
XII	765266	766358	-	YLR316C	YLR316C	protein_coding
XII	765655	766089	+	YLR317W	YLR317W	protein_coding
XII	766542	769196	+	YLR318W	EST2	protein_coding
XII	769318	771684	-	YLR319C	BUD6	protein_coding
XII	771940	776304	+	YLR320W	MMS22	protein_coding
XII	776584	777864	-	YLR321C	YLR321C	protein_coding
XII	777628	777942	+	YLR322W	YLR322W	protein_coding
XII	778173	778952	-	YLR323C	YLR323C	protein_coding
XII	779215	780786	+	YLR324W	YLR324W	protein_coding
XII	781143	781379	-	YLR325C	RPL38	protein_coding
XII	782174	782896	+	YLR326W	YLR326W	protein_coding
XII	783127	783387	-	YLR327C	TMA10	protein_coding
XII	784354	784453	+	tX(XXX)L	tX(XXX)L	tRNA
XII	784913	786118	+	YLR328W	YLR328W	protein_coding
XII	786442	787333	+	YLR329W	YLR329W	protein_coding
XII	787664	789679	+	YLR330W	CHS5	protein_coding
XII	790669	791046	-	YLR331C	YLR331C	protein_coding
XII	790676	791806	+	YLR332W	MID2	protein_coding
XII	793918	793989	+	tD(GUC)L2	tD(GUC)L2	tRNA
XII	794486	794575	-	snR61	snR61	snoRNA
XII	794697	794794	-	snR55	snR55	snoRNA
XII	794937	795024	-	snR57	snR57	snoRNA
XII	795573	795899	-	YLR333C	RPS25B	protein_coding
XII	796698	797078	-	YLR334C	YLR334C	protein_coding
XII	797178	797249	+	tE(UUC)L	tE(UUC)L	tRNA
XII	797430	799592	+	YLR335W	YLR335W	protein_coding
XII	799697	802396	-	YLR336C	YLR336C	protein_coding
XII	802653	805106	-	YLR337C	VRP1	protein_coding
XII	804346	805203	+	YLR338W	YLR338W	protein_coding
XII	805784	806335	-	YLR339C	YLR339C	protein_coding
XII	805887	806825	+	YLR340W	RPP0	protein_coding
XII	807385	808818	+	YLR341W	YLR341W	protein_coding
XII	809997	815627	+	YLR342W	FKS1	protein_coding
XII	815810	815983	+	YLR342W-A	YLR342W-A	protein_coding
XII	816094	817761	+	YLR343W	YLR343W	protein_coding
XII	818609	818680	+	tR(CCG)L	tR(CCG)L	tRNA
XII	819312	820142	+	YLR344W	RPL26A	protein_coding
XII	820511	822040	+	YLR345W	YLR345W	protein_coding
XII	822287	822592	-	YLR346C	YLR346C	protein_coding
XII	823828	826413	-	YLR347C	KAP95	protein_coding
XII	824789	824929	+	YLR347W-A	YLR347W-A	protein_coding
XII	826977	827873	-	YLR348C	YLR348C	protein_coding
XII	827521	828027	+	YLR349W	YLR349W	protein_coding
XII	828730	829380	+	YLR350W	YLR350W	protein_coding
XII	829489	830364	-	YLR351C	YLR351C	protein_coding
XII	831116	833539	+	YLR352W	YLR352W	protein_coding
XII	834352	836163	+	YLR353W	YLR353W	protein_coding
XII	836350	837357	-	YLR354C	YLR354C	protein_coding
XII	838066	839253	-	YLR355C	YLR355C	protein_coding
XII	840321	840914	+	YLR356W	YLR356W	protein_coding
XII	841331	844000	+	YLR357W	YLR357W	protein_coding
XII	843487	844050	-	YLR358C	YLR358C	protein_coding
XII	844282	845730	+	YLR359W	ADE13	protein_coding
XII	846103	847422	+	YLR360W	VPS38	protein_coding
XII	847388	849124	-	YLR361C	YLR361C	protein_coding
XII	849383	849679	-	YLR361C-A	YLR361C-A	protein_coding
XII	849866	852019	+	YLR362W	YLR362W	protein_coding
XII	852495	853151	-	YLR363C	YLR363C	protein_coding
XII	853461	853718	+	YLR363W-A	YLR363W-A	protein_coding
XII	854062	854391	+	YLR364W	YLR364W	protein_coding
XII	855199	855531	+	YLR365W	YLR365W	protein_coding
XII	855523	855645	-	YLR364C-A	YLR364C-A	protein_coding
XII	855538	855843	+	YLR366W	YLR366W	protein_coding
XII	856442	857317	+	YLR367W	RPS22B	protein_coding
XII	856710	856920	+	snR44	snR44	snoRNA
XII	857540	859336	+	YLR368W	MDM30	protein_coding
XII	859552	861525	+	YLR369W	SSQ1	protein_coding
XII	861718	862254	-	YLR370C	YLR370C	protein_coding
XII	862714	866784	+	YLR371W	YLR371W	protein_coding
XII	867354	868391	+	YLR372W	SUR4	protein_coding
XII	868662	871367	-	YLR373C	YLR373C	protein_coding
XII	871453	871842	-	YLR374C	YLR374C	protein_coding
XII	871697	872728	+	YLR375W	YLR375W	protein_coding
XII	872826	873554	-	YLR376C	YLR376C	protein_coding
XII	873746	874792	-	YLR377C	FBP1	protein_coding
XII	875376	875471	+	tK(UUU)L	tK(UUU)L	tRNA
XII	875736	877178	-	YLR378C	YLR378C	protein_coding
XII	876922	877296	+	YLR379W	YLR379W	protein_coding
XII	878282	879508	+	YLR380W	CSR1	protein_coding
XII	879723	881924	+	YLR381W	CTF3	protein_coding
XII	882067	884751	-	YLR382C	NAM2	protein_coding
XII	885288	888632	+	YLR383W	SMC6	protein_coding
XII	888851	892900	-	YLR384C	IKI3	protein_coding
XII	892992	893390	-	YLR385C	SWC7	protein_coding
XII	893628	896270	+	YLR386W	YLR386W	protein_coding
XII	896374	897672	-	YLR387C	YLR387C	protein_coding
XII	898651	898821	+	YLR388W	RPS29A	protein_coding
XII	899180	899382	+	snR34	snR34	snoRNA
XII	899577	902660	-	YLR389C	YLR389C	protein_coding
XII	903066	903404	+	YLR390W	YLR390W	protein_coding
XII	903724	904440	+	YLR390W-A	CCW14	protein_coding
XII	904749	906305	-	YLR392C	YLR392C	protein_coding
XII	907079	907918	+	YLR393W	YLR393W	protein_coding
XII	907950	909398	+	YLR394W	CST9	protein_coding
XII	909729	909965	-	YLR395C	YLR395C	protein_coding
XII	910235	912310	-	YLR396C	VPS33	protein_coding
XII	912550	914892	-	YLR397C	AFG2	protein_coding
XII	915156	919019	-	YLR398C	YLR398C	protein_coding
XII	919536	921596	-	YLR399C	YLR399C	protein_coding
XII	920869	920973	+	YLR399W-A	YLR399W-A	protein_coding
XII	922063	922536	+	YLR400W	YLR400W	protein_coding
XII	922442	924448	-	YLR401C	YLR401C	protein_coding
XII	924889	925080	+	YLR402W	YLR402W	protein_coding
XII	925568	927619	+	YLR403W	SFP1	protein_coding
XII	928743	929600	+	YLR404W	FLD1	protein_coding
XII	929789	930892	+	YLR405W	YLR405W	protein_coding
XII	931065	931755	-	YLR406C	RPL31B	protein_coding
XII	932206	932355	-	YLR406C-A	YLR406C-A	protein_coding
XII	932967	933653	+	YLR407W	YLR407W	protein_coding
XII	933885	934253	-	YLR408C	BLS1	protein_coding
XII	934414	937233	-	YLR409C	YLR409C	protein_coding
XII	937541	940981	+	YLR410W	YLR410W	protein_coding
XII	947253	947978	+	YLR411W	YLR411W	protein_coding
XII	948368	949192	+	YLR412W	YLR412W	protein_coding
XII	950267	950473	-	YLR412C-A	YLR412C-A	protein_coding
XII	951156	953183	+	YLR413W	YLR413W	protein_coding
XII	953353	954144	-	YLR414C	YLR414C	protein_coding
XII	954259	954597	-	YLR415C	YLR415C	protein_coding
XII	954491	954889	-	YLR416C	YLR416C	protein_coding
XII	955010	956710	+	YLR417W	VPS36	protein_coding
XII	956914	958095	-	YLR418C	YLR418C	protein_coding
XII	958428	962735	+	YLR419W	YLR419W	protein_coding
XII	962972	963055	-	tL(UAA)L	tL(UAA)L	tRNA
XII	963785	964879	+	YLR420W	YLR420W	protein_coding
XII	965090	965560	-	YLR421C	YLR421C	protein_coding
XII	965897	971695	+	YLR422W	YLR422W	protein_coding
XII	971917	973170	-	YLR423C	ATG17	protein_coding
XII	973395	975521	+	YLR424W	SPP382	protein_coding
XII	975983	976056	-	tN(GUU)L	tN(GUU)L	tRNA
XII	982894	986817	+	YLR425W	TUS1	protein_coding
XII	987062	988113	+	YLR426W	YLR426W	protein_coding
XII	988428	990440	+	YLR427W	YLR427W	protein_coding
XII	990617	990961	-	YLR428C	YLR428C	protein_coding
XII	990777	992732	+	YLR429W	YLR429W	protein_coding
XII	993434	1000129	+	YLR430W	SEN1	protein_coding
XII	1000342	1001703	-	YLR431C	ATG23	protein_coding
XII	1002557	1004128	+	YLR432W	YLR432W	protein_coding
XII	1004347	1006008	-	YLR433C	CNA1	protein_coding
XII	1006025	1006408	-	YLR434C	YLR434C	protein_coding
XII	1006378	1006995	+	YLR435W	YLR435W	protein_coding
XII	1007421	1011245	-	YLR436C	YLR436C	protein_coding
XII	1011622	1012023	-	YLR437C	YLR437C	protein_coding
XII	1012459	1012686	-	YLR437C-A	YLR437C-A	protein_coding
XII	1012501	1013775	+	YLR438W	CAR2	protein_coding
XII	1013909	1014178	-	YLR438C-A	LSM3	protein_coding
XII	1014491	1015450	+	YLR439W	MRPL4	protein_coding
XII	1015568	1017697	-	YLR440C	SEC39	protein_coding
XII	1018141	1018908	-	YLR441C	RPS1A	protein_coding
XII	1019315	1022251	-	YLR442C	SIR3	protein_coding
XII	1022625	1023971	+	YLR443W	ECM7	protein_coding
XII	1023686	1023988	-	YLR444C	YLR444C	protein_coding
XII	1024189	1024837	+	YLR445W	YLR445W	protein_coding
XII	1025214	1026515	+	YLR446W	YLR446W	protein_coding
XII	1026856	1027893	-	YLR447C	YLR447C	protein_coding
XII	1028854	1029768	+	YLR448W	RPL6B	protein_coding
XII	1030834	1032012	+	YLR449W	YLR449W	protein_coding
XII	1032627	1035764	+	YLR450W	YLR450W	protein_coding
XII	1036093	1038753	+	YLR451W	YLR451W	protein_coding
XII	1039270	1041366	-	YLR452C	YLR452C	protein_coding
XII	1041799	1042986	-	YLR453C	YLR453C	protein_coding
XII	1043998	1051884	+	YLR454W	YLR454W	protein_coding
XII	1052071	1052144	-	tI(AAU)L2	tI(AAU)L2	tRNA
XII	1053629	1054543	+	YLR455W	YLR455W	protein_coding
XII	1055070	1055684	+	YLR456W	YLR456W	protein_coding
XII	1055812	1056771	-	YLR457C	YLR457C	protein_coding
XII	1056455	1056835	+	YLR458W	YLR458W	protein_coding
XII	1057334	1058518	+	YLR459W	GAB1	protein_coding
XII	1059757	1060887	-	YLR460C	YLR460C	protein_coding
XII	1062919	1063281	+	YLR461W	YLR461W	protein_coding
XII	1065956	1066564	+	YLR462W	YLR462W	protein_coding
XII	1066265	1066816	-	YLR463C	YLR463C	protein_coding
XII	1066572	1067501	+	YLR464W	YLR464W	protein_coding
XII	1067045	1067353	-	YLR465C	YLR465C	protein_coding
XII	1067087	1071235	+	YLR466W	YRF1-4	protein_coding
XII	1070387	1070869	-	YLR466C-A	YLR466C-A	protein_coding
XII	1071594	1071710	-	YLR466C-B	YLR466C-B	protein_coding
XII	1072508	1077898	+	YLR467W	YRF1-5	protein_coding
XII	1077050	1077532	-	YLR467C-A	YLR467C-A	protein_coding
XVI	280	6007	-	YPL283C	YRF1-7	protein_coding
XVI	643	1125	+	YPL283W-B	YPL283W-B	protein_coding
XVI	1426	2001	+	YPL283W-A	YPL283W-A	protein_coding
XVI	7933	8427	-	YPL282C	YPL282C	protein_coding
XVI	9557	10870	-	YPL281C	YPL281C	protein_coding
XVI	11887	12600	+	YPL280W	YPL280W	protein_coding
XVI	13228	14355	-	YPL279C	YPL279C	protein_coding
XVI	15053	15355	-	YPL278C	YPL278C	protein_coding
XVI	15405	16868	-	YPL277C	YPL277C	protein_coding
XVI	17948	18385	+	YPL276W	YPL276W	pseudogene
XVI	18369	19079	+	YPL275W	YPL275W	pseudogene
XVI	22938	24701	+	YPL274W	YPL274W	protein_coding
XVI	25087	26064	+	YPL273W	YPL273W	protein_coding
XVI	26611	28164	-	YPL272C	YPL272C	protein_coding
XVI	30079	30267	+	YPL271W	ATP15	protein_coding
XVI	30482	32803	+	YPL270W	YPL270W	protein_coding
XVI	33013	34947	+	YPL269W	YPL269W	protein_coding
XVI	35236	37845	+	YPL268W	YPL268W	protein_coding
XVI	38169	38798	+	YPL267W	YPL267W	protein_coding
XVI	39121	40077	+	YPL266W	DIM1	protein_coding
XVI	41043	42869	+	YPL265W	YPL265W	protein_coding
XVI	43283	44344	-	YPL264C	YPL264C	protein_coding
XVI	44551	46506	-	YPL263C	YPL263C	protein_coding
XVI	47336	48802	+	YPL262W	YPL262W	protein_coding
XVI	48996	49304	-	YPL261C	YPL261C	protein_coding
XVI	49303	50958	+	YPL260W	YPL260W	protein_coding
XVI	51244	52671	-	YPL259C	APM1	protein_coding
XVI	53498	55153	-	YPL258C	YPL258C	protein_coding
XVI	56169	56274	-	tW(CCA)P	tW(CCA)P	tRNA
XVI	63279	63860	+	YPL257W	YPL257W	protein_coding
XVI	64977	66614	-	YPL256C	YPL256C	protein_coding
XVI	67725	68882	+	YPL255W	YPL255W	protein_coding
XVI	69485	70951	+	YPL254W	HFI1	protein_coding
XVI	71063	73006	-	YPL253C	YPL253C	protein_coding
XVI	73363	73881	-	YPL252C	YPL252C	protein_coding
XVI	73625	73927	+	YPL251W	YPL251W	protein_coding
XVI	74309	74719	-	YPL250C	YPL250C	protein_coding
XVI	75699	76239	-	YPL249C-A	RPL36B	protein_coding
XVI	75702	75989	+	YPL250W-A	YPL250W-A	protein_coding
XVI	76669	79353	-	YPL249C	YPL249C	protein_coding
XVI	79711	82356	-	YPL248C	GAL4	protein_coding
XVI	82625	84196	-	YPL247C	YPL247C	protein_coding
XVI	84509	85297	-	YPL246C	YPL246C	protein_coding
XVI	85586	86950	+	YPL245W	YPL245W	protein_coding
XVI	87014	88033	-	YPL244C	YPL244C	protein_coding
XVI	88517	90316	+	YPL243W	YPL243W	protein_coding
XVI	90622	95109	-	YPL242C	IQG1	protein_coding
XVI	95372	96258	-	YPL241C	YPL241C	protein_coding
XVI	96496	98625	-	YPL240C	HSP82	protein_coding
XVI	99484	100086	+	YPL239W	YPL239W	protein_coding
XVI	100474	100863	-	YPL238C	YPL238C	protein_coding
XVI	100496	101353	+	YPL237W	YPL237W	protein_coding
XVI	101608	102702	-	YPL236C	YPL236C	protein_coding
XVI	103232	104647	+	YPL235W	RVB2	protein_coding
XVI	104946	105440	-	YPL234C	VMA11	protein_coding
XVI	106172	106822	+	YPL233W	YPL233W	protein_coding
XVI	107275	108147	+	YPL232W	YPL232W	protein_coding
XVI	108652	114315	+	YPL231W	YPL231W	protein_coding
XVI	115312	116487	+	YPL230W	USV1	protein_coding
XVI	117067	117687	+	YPL229W	YPL229W	protein_coding
XVI	118382	120031	+	YPL228W	CET1	protein_coding
XVI	120163	121167	-	YPL227C	YPL227C	protein_coding
XVI	121767	125357	+	YPL226W	YPL226W	protein_coding
XVI	126006	126446	+	YPL225W	YPL225W	protein_coding
XVI	126634	128088	-	YPL224C	MMT2	protein_coding
XVI	128632	129138	-	YPL223C	YPL223C	protein_coding
XVI	130162	132228	+	YPL222W	YPL222W	protein_coding
XVI	131870	132115	-	YPL222C-A	YPL222C-A	protein_coding
XVI	133043	135424	+	YPL221W	FLC1	protein_coding
XVI	135790	136443	+	YPL220W	RPL1A	protein_coding
XVI	136750	138228	+	YPL219W	YPL219W	protein_coding
XVI	138698	139409	+	YPL218W	YPL218W	protein_coding
XVI	139620	143171	-	YPL217C	YPL217C	protein_coding
XVI	143821	147129	+	YPL216W	YPL216W	protein_coding
XVI	147416	148423	+	YPL215W	YPL215W	protein_coding
XVI	148569	150191	-	YPL214C	YPL214C	protein_coding
XVI	150614	151330	+	YPL213W	YPL213W	protein_coding
XVI	151515	153149	-	YPL212C	YPL212C	protein_coding
XVI	153495	154040	+	YPL211W	YPL211W	protein_coding
XVI	154290	156212	-	YPL210C	YPL210C	protein_coding
XVI	156490	157593	-	YPL209C	IPL1	protein_coding
XVI	157842	159593	+	YPL208W	YPL208W	protein_coding
XVI	159909	162341	+	YPL207W	YPL207W	protein_coding
XVI	162632	163597	-	YPL206C	YPL206C	protein_coding
XVI	163922	164266	-	YPL205C	YPL205C	protein_coding
XVI	164276	165760	+	YPL204W	HRR25	protein_coding
XVI	166256	167398	+	YPL203W	TPK2	protein_coding
XVI	168088	169338	-	YPL202C	YPL202C	protein_coding
XVI	169770	171155	-	YPL201C	YPL201C	protein_coding
XVI	171484	171954	+	YPL200W	YPL200W	protein_coding
XVI	172033	172755	-	YPL199C	YPL199C	protein_coding
XVI	173152	174702	+	YPL198W	RPL7B	protein_coding
XVI	173827	173904	+	snR59	snR59	snoRNA
XVI	174343	174756	-	YPL197C	YPL197C	protein_coding
XVI	175043	175864	+	YPL196W	YPL196W	protein_coding
XVI	176223	179021	+	YPL195W	APL5	protein_coding
XVI	179277	181115	+	YPL194W	YPL194W	protein_coding
XVI	181403	182548	+	YPL193W	YPL193W	protein_coding
XVI	182655	183056	-	YPL192C	YPL192C	protein_coding
XVI	183597	184679	-	YPL191C	YPL191C	protein_coding
XVI	185317	187725	-	YPL190C	NAB3	protein_coding
XVI	188307	188513	-	YPL189C-A	YPL189C-A	protein_coding
XVI	189154	190983	+	YPL189W	YPL189W	protein_coding
XVI	191406	192650	+	YPL188W	YPL188W	protein_coding
XVI	193648	194145	+	YPL187W	MF(ALPHA)1	protein_coding
XVI	194512	195426	-	YPL186C	YPL186C	protein_coding
XVI	195253	195648	+	YPL185W	YPL185W	protein_coding
XVI	195950	197788	-	YPL184C	MRN1	protein_coding
XVI	199095	199376	+	YPL183W-A	RTC6	protein_coding
XVI	199495	202536	-	YPL183C	RTT10	protein_coding
XVI	203306	203689	-	YPL182C	YPL182C	protein_coding
XVI	203421	204941	+	YPL181W	CTI6	protein_coding
XVI	205248	207647	+	YPL180W	YPL180W	protein_coding
XVI	208157	209806	+	YPL179W	PPQ1	protein_coding
XVI	210192	210263	-	tE(UUC)P	tE(UUC)P	tRNA
XVI	212158	212784	+	YPL178W	CBC2	protein_coding
XVI	213042	213962	-	YPL177C	YPL177C	protein_coding
XVI	216012	218363	-	YPL176C	YPL176C	protein_coding
XVI	218630	220088	+	YPL175W	SPT14	protein_coding
XVI	220167	222773	-	YPL174C	NIP100	protein_coding
XVI	223143	224036	+	YPL173W	MRPL40	protein_coding
XVI	224353	225741	-	YPL172C	YPL172C	protein_coding
XVI	226169	227371	-	YPL171C	OYE3	protein_coding
XVI	228314	228772	+	YPL170W	YPL170W	protein_coding
XVI	229039	230838	-	YPL169C	YPL169C	protein_coding
XVI	231217	232509	+	YPL168W	YPL168W	protein_coding
XVI	232593	237107	-	YPL167C	REV3	protein_coding
XVI	237338	237979	+	YPL166W	YPL166W	protein_coding
XVI	237956	239077	-	YPL165C	YPL165C	protein_coding
XVI	239350	241497	-	YPL164C	YPL164C	protein_coding
XVI	241918	242700	-	YPL163C	YPL163C	protein_coding
XVI	243206	244027	-	YPL162C	YPL162C	protein_coding
XVI	244319	246220	-	YPL161C	BEM4	protein_coding
XVI	246990	250262	+	YPL160W	CDC60	protein_coding
XVI	250907	251668	-	YPL159C	YPL159C	protein_coding
XVI	252034	254310	-	YPL158C	YPL158C	protein_coding
XVI	254814	255761	+	YPL157W	YPL157W	protein_coding
XVI	255913	256767	-	YPL156C	YPL156C	protein_coding
XVI	257216	259336	-	YPL155C	YPL155C	protein_coding
XVI	259714	260931	-	YPL154C	PEP4	protein_coding
XVI	261727	264192	-	YPL153C	RAD53	protein_coding
XVI	264602	264700	+	YPL152W-A	YPL152W-A	protein_coding
XVI	265028	266104	+	YPL152W	RRD2	protein_coding
XVI	266180	267535	-	YPL151C	PRP46	protein_coding
XVI	268188	270893	+	YPL150W	YPL150W	protein_coding
XVI	271310	272194	+	YPL149W	ATG5	protein_coding
XVI	272294	272815	-	YPL148C	YPL148C	protein_coding
XVI	273255	275867	+	YPL147W	PXA1	protein_coding
XVI	276162	277529	-	YPL146C	NOP53	protein_coding
XVI	278395	279699	-	YPL145C	KES1	protein_coding
XVI	280480	280926	+	YPL144W	POC4	protein_coding
XVI	281056	281517	-	snR17b	SNR17B	snoRNA
XVI	282122	282970	+	YPL143W	RPL33A	protein_coding
XVI	282686	283003	-	YPL142C	YPL142C	protein_coding
XVI	283464	286061	-	YPL141C	YPL141C	protein_coding
XVI	287514	289034	-	YPL140C	MKK2	protein_coding
XVI	289669	291051	-	YPL139C	UME1	protein_coding
XVI	291366	292427	-	YPL138C	SPP1	protein_coding
XVI	292817	296647	-	YPL137C	YPL137C	protein_coding
XVI	296286	296654	+	YPL136W	YPL136W	protein_coding
XVI	297553	298050	+	YPL135W	ISU1	protein_coding
XVI	297678	297851	-	YPL135C-A	YPL135C-A	protein_coding
XVI	298571	299503	-	YPL134C	ODC1	protein_coding
XVI	299888	301228	-	YPL133C	YPL133C	protein_coding
XVI	301716	302618	+	YPL132W	COX11	protein_coding
XVI	303121	304014	+	YPL131W	RPL5	protein_coding
XVI	304387	305058	+	YPL130W	YPL130W	protein_coding
XVI	305298	306137	+	YPL129W	TAF14	protein_coding
